"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.869785917E0,4.724771345E-1,-6.361022186E-1,-3.171605784E-1
3.879757917E0,5.650074584E-1,-8.443595749E-1,-4.130040443E-1
3.889728917E0,5.188611594E-1,-9.978253046E-1,-3.074577087E-1
3.899700917E0,3.790033258E-1,-9.497965676E-1,-2.280992979E-1
3.909671917E0,3.707540374E-1,-8.058685237E-1,-4.828332478E-1
3.919642917E0,4.252711373E-1,-5.662712610E-1,-5.428478998E-1
3.929614917E0,5.041389667E-1,-2.109593546E-1,-2.428962618E-1
3.939585917E0,7.059318607E-1,1.910604027E-1,1.208292031E-1
3.949557917E0,8.751048926E-1,6.339577523E-1,6.129992849E-1
3.959528917E0,6.705594219E-1,1.048911843E0,1.270847883E0
3.969500917E0,6.233552154E-2,1.285990418E0,2.138074164E0
3.979471917E0,-7.890846028E-1,1.224762468E0,3.094811962E0
3.989442917E0,-1.709362160E0,8.437052715E-1,4.281113784E0
3.999414917E0,-2.379181178E0,3.029252395E-1,5.563138036E0
4.009385917E0,-2.570873373E0,-2.605557302E-1,6.806219831E0
4.019357917E0,-2.228271267E0,-7.218443272E-1,7.737113519E0
4.029328917E0,-1.445080730E0,-9.433473811E-1,8.131256200E0
4.039300917E0,-5.459789741E-1,-8.030127436E-1,7.727267393E0
4.049271917E0,1.716789293E-1,-3.664186925E-1,6.492127286E0
4.059243917E0,4.550489235E-1,1.967272317E-1,4.815220681E0
4.069214917E0,5.747901791E-1,7.467715922E-1,3.134016373E0
4.079185917E0,6.976532266E-1,1.064544959E0,1.558940783E0
4.089157917E0,7.924300873E-1,1.267515847E0,3.633646917E-1
4.099128917E0,9.574727923E-1,1.317707762E0,-4.503741843E-1
4.109100917E0,1.133830517E0,1.107721384E0,-1.023620004E0
4.119071917E0,1.188157290E0,8.078115535E-1,-1.354660118E0
4.129043917E0,1.196922924E0,6.518727440E-1,-1.473142249E0
4.139014917E0,1.147809017E0,5.950231898E-1,-1.487877817E0
4.148986917E0,9.741856695E-1,4.475207430E-1,-1.587576937E0
4.158957917E0,7.777440742E-1,2.083517888E-1,-1.815715996E0
4.168928917E0,5.850544911E-1,3.248099059E-2,-2.069178761E0
4.178900292E0,3.960179559E-1,-5.066583127E-2,-2.349313601E0
4.188871292E0,2.494578428E-1,-8.941649884E-2,-2.696893149E0
4.198843292E0,1.924943227E-1,-8.718812495E-2,-3.058077414E0
4.208814292E0,1.776587306E-1,7.911048889E-2,-3.345580915E0
4.218786292E0,2.038975261E-1,3.761218545E-1,-3.421391235E0
4.228757292E0,3.192775993E-1,6.505451337E-1,-3.412057909E0
4.238729292E0,3.383837419E-1,7.290729475E-1,-3.440773585E0
4.248700292E0,2.288337082E-1,6.548472226E-1,-3.519414543E0
4.258671292E0,3.157731255E-2,5.264511377E-1,-3.650293940E0
4.268643292E0,-1.976899027E-1,3.903990009E-1,-3.772957415E0
4.278614292E0,-3.537769391E-1,3.290327650E-1,-3.831983888E0
4.288586292E0,-4.651394636E-1,3.508934578E-1,-3.862932031E0
4.298557292E0,-4.907206301E-1,3.467872506E-1,-3.807983991E0
4.308529292E0,-4.905529246E-1,3.785557580E-1,-3.740964375E0
4.318500292E0,-5.007537943E-1,4.065417016E-1,-3.635396404E0
4.328472292E0,-4.918847011E-1,4.589397705E-1,-3.553609645E0
4.338443292E0,-4.040174586E-1,6.756998554E-1,-3.387308400E0
4.348414292E0,-3.048658207E-1,1.040884785E0,-3.171757811E0
4.358386292E0,-3.737417454E-1,1.348815826E0,-3.029824837E0
4.368357292E0,-5.868509385E-1,1.481682400E0,-2.972022772E0
4.378329292E0,-8.503097016E-1,1.497109986E0,-2.894353622E0
4.388300292E0,-1.235803619E0,1.426077718E0,-2.487586218E0
4.398272292E0,-1.582500384E0,1.264377062E0,-1.884406747E0
4.408243292E0,-1.734626517E0,1.012512048E0,-1.368099943E0
4.418215292E0,-1.857809371E0,7.635855532E-1,-9.259568846E-1
4.428186292E0,-1.927020085E0,5.752046371E-1,-5.340501791E-1
4.438157292E0,-1.923092510E0,5.554252607E-1,-1.974288976E-1
4.448129292E0,-1.834059442E0,7.790128469E-1,1.077483970E-1
4.458100292E0,-1.729812504E0,1.233586501E0,4.309643519E-1
4.468072292E0,-1.745515787E0,1.732115138E0,6.512938696E-1
4.478043292E0,-1.996317776E0,1.965629250E0,6.582070327E-1
4.488015292E0,-2.393397660E0,1.955971696E0,6.354104930E-1
4.497986292E0,-2.931764107E0,2.013334636E0,8.607265162E-1
4.507958292E0,-3.553173735E0,2.091652827E0,1.756847398E0
4.517929292E0,-4.038257868E0,1.941913528E0,3.539895000E0
4.527900292E0,-4.192455669E0,1.416881509E0,6.125111008E0
4.537872292E0,-3.924408779E0,4.304483351E-1,8.566409497E0
4.547843292E0,-3.646766607E0,-6.324439082E-1,1.040287024E1
4.557815292E0,-3.427495143E0,-1.439389197E0,1.136512664E1
4.567786292E0,-3.421752885E0,-2.129919930E0,1.021476298E1
4.577758292E0,-3.500630070E0,-2.123963371E0,8.441232889E0
4.587729292E0,-3.379621942E0,-1.999529944E0,6.328825078E0
4.597700292E0,-3.173533026E0,-1.776972053E0,4.257741879E0
4.607672292E0,-2.927409393E0,-1.522676936E0,2.583927866E0
4.617643292E0,-2.560781078E0,-1.401121217E0,1.305240036E0
4.627615292E0,-2.110972174E0,-1.386743791E0,4.911842412E-1
4.637586292E0,-1.459786624E0,-6.386492658E-1,1.148831695E-1
4.647558292E0,-4.009483282E-1,-6.251024365E-2,-2.721913970E-1
4.657529292E0,6.012739364E-2,4.252773499E-1,-5.173400062E-1
4.667501292E0,4.033427630E-1,8.240022013E-1,-3.786136454E-1
4.677472292E0,8.614515710E-1,8.369315645E-1,-3.133359146E-1
4.687443292E0,1.019050844E0,5.150245088E-1,-3.010824895E-1
4.697415292E0,8.548035061E-1,1.578338921E-2,-3.835416788E-1
4.707386292E0,4.507478579E-1,-5.372032902E-1,-7.228912711E-1
4.717358292E0,1.840871595E-1,-1.096919822E0,-1.248275877E0
4.727329292E0,-5.778234953E-2,-1.520631288E0,-1.750311381E0
4.737301292E0,-2.349220118E-1,-1.705747704E0,-2.124481142E0
4.747272292E0,-3.658461404E-1,-1.719108007E0,-2.476999249E0
4.757244292E0,-5.779527188E-1,-1.666155914E0,-2.778112729E0
4.767215292E0,-8.330518638E-1,-1.627743800E0,-2.944558985E0
4.777186292E0,-9.372420108E-1,-1.526796592E0,-2.966013004E0
4.787158292E0,-8.735645168E-1,-1.501808808E0,-2.859792484E0
4.797129292E0,-6.004626718E-1,-1.553069302E0,-2.846556142E0
4.807101292E0,-4.269358030E-1,-1.529572558E0,-2.956444620E0
4.817072292E0,-4.413512361E-1,-1.406246886E0,-3.016253450E0
4.827044292E0,-5.109343449E-1,-1.335685903E0,-2.712856632E0
4.837015292E0,-3.732438184E-1,-1.325666407E0,-2.682961573E0
4.846987292E0,-1.971312378E-1,-1.332594773E0,-2.873620564E0
4.856958292E0,-1.957889912E-1,-1.210979412E0,-2.824331460E0
4.866929292E0,-2.681062946E-1,-1.037937789E0,-2.564292916E0
4.876901292E0,-2.884085217E-2,-8.040082321E-1,-2.041773446E0
4.886872292E0,2.310867134E-1,-8.497279036E-1,-1.664870111E0
4.896844292E0,4.567601477E-1,-1.015770702E0,-1.496580813E0
4.906815292E0,6.432929783E-1,-1.040106229E0,-1.017737120E0
4.916787292E0,6.891730097E-1,-1.088234368E0,-5.598516029E-1
4.926758292E0,6.527411286E-1,-1.017241277E0,-5.930596948E-2
4.936730292E0,6.595771815E-1,-9.163826537E-1,5.868739253E-1
4.946701292E0,6.339592872E-1,-9.327417013E-1,1.117362565E0
4.956672292E0,6.647465587E-1,-9.581417137E-1,1.647633689E0
4.966644292E0,7.018437067E-1,-1.142802924E0,1.779716443E0
4.976615292E0,1.223365715E0,-1.505588741E0,1.380452186E0
4.986587292E0,1.353986958E0,-1.168570141E0,1.413033457E0
4.996558292E0,1.540564154E0,-1.040530444E0,1.371606519E0
5.006530292E0,1.672488449E0,-8.844097862E-1,1.482408332E0
5.016501292E0,1.505734775E0,-6.210023689E-1,1.871290857E0
5.026473292E0,1.410159112E0,-3.459826738E-1,2.359683053E0
5.036444292E0,1.398677227E0,-6.022632122E-5,2.935039133E0
5.046415292E0,1.062543968E0,6.528451359E-1,3.870025873E0
5.056387292E0,5.307576851E-1,1.263901976E0,4.595501028E0
5.066358292E0,-2.985864593E-1,1.582695974E0,5.029275552E0
5.076330292E0,-1.518587540E0,1.589863198E0,5.759025607E0
5.086301292E0,-2.665500033E0,1.015328652E0,6.837142246E0
5.096273292E0,-3.188076221E0,-9.501433074E-2,7.728628040E0
5.106244292E0,-2.890662274E0,-1.037876393E0,7.825231059E0
5.116216292E0,-2.328453074E0,-1.232247781E0,7.358827318E0
5.126187292E0,-1.579452231E0,-7.897787404E-1,6.641525985E0
5.136158292E0,-4.638484349E-1,-2.230253765E-1,5.363879544E0
5.146130292E0,1.663982358E-1,5.175486057E-1,3.864031892E0
5.156101292E0,9.671340005E-1,9.239436883E-1,2.511921160E0
5.166073292E0,1.645073486E0,1.172466726E0,1.558554867E0
5.176044333E0,1.867935725E0,1.220536686E0,1.046173884E0
5.186016333E0,1.976436074E0,1.083798670E0,6.644220382E-1
5.195987333E0,1.641473794E0,8.375870374E-1,4.520114046E-1
5.205959333E0,1.401217842E0,4.137372851E-1,2.290588260E-1
5.215930333E0,1.264616359E0,-3.332094312E-2,-2.082345521E-1
5.225901333E0,9.901977579E-1,-3.395682782E-1,-6.529170567E-1
5.235873333E0,7.033418365E-1,-5.105183521E-1,-1.098680127E0
5.245844333E0,4.689682569E-1,-7.396178162E-1,-1.640366185E0
5.255816333E0,3.414605834E-1,-1.058527004E0,-2.329474583E0
5.265787333E0,-7.291149013E-2,-1.159443515E0,-3.047040794E0
5.275759333E0,1.700143732E-2,-1.299757979E0,-3.924809021E0
5.285730333E0,2.137078384E-1,-1.260662326E0,-4.707250090E0
5.295702333E0,3.828938073E-1,-1.037395459E0,-5.320683239E0
5.305673333E0,3.120319124E-1,-7.559575680E-1,-5.650666176E0
5.315644333E0,7.782388218E-2,-5.471836102E-1,-5.649770967E0
5.325616333E0,1.770310320E-2,-8.137631419E-1,-5.311069247E0
5.335587333E0,-3.509990732E-1,-9.633033434E-1,-4.706032700E0
5.345559333E0,-4.506834289E-1,-8.699654093E-1,-4.908125337E0
5.355530333E0,6.065324105E-2,-1.024140406E0,-5.159357974E0
5.365502333E0,9.436002731E-2,-8.862107286E-1,-4.904433990E0
5.375473333E0,1.125170937E-1,-6.759352058E-1,-4.908604808E0
5.385445333E0,1.305632092E-1,-5.375892064E-1,-5.309575283E0
5.395416333E0,2.126486152E-3,-4.882273042E-1,-5.778473446E0
5.405387333E0,-3.585087253E-1,-3.555104193E-1,-6.059331002E0
5.415359333E0,-5.530847664E-1,-2.151412833E-1,-6.192342294E0
5.425330333E0,-4.073318066E-1,-1.362719920E-1,-6.085158738E0
5.435302333E0,-4.181362917E-1,1.522161797E-1,-5.456115863E0
5.445273333E0,-1.752574253E-1,4.726231322E-1,-4.811526995E0
5.455245333E0,-1.650937951E-1,8.581692365E-1,-3.978771220E0
5.465216333E0,-2.239230703E-1,1.342248818E0,-2.996310936E0
5.475188333E0,1.021635751E-1,1.477147592E0,-2.463961712E0
5.485159333E0,4.983333394E-1,1.530330649E0,-2.159153377E0
5.495130333E0,5.944840765E-1,1.736372788E0,-1.284075454E0
5.505102333E0,1.498658913E-1,2.075821783E0,-5.553749746E-1
5.515073333E0,-5.258284092E-1,2.174818945E0,-6.612399834E-1
5.525045333E0,-1.246768464E0,2.141941805E0,-3.704801685E-1
5.535016333E0,-2.347623463E0,2.363516780E0,1.944819009E-1
5.544988333E0,-2.780061898E0,2.542597992E0,4.816790074E-1
5.554959333E0,-2.970600729E0,2.756192687E0,1.236158692E0
5.564931333E0,-3.332942743E0,2.944790534E0,2.639674051E0
5.574902333E0,-3.602026345E0,2.557499329E0,4.247399908E0
5.584873333E0,-3.711819513E0,1.323623682E0,5.872777340E0
5.594845333E0,-3.755889977E0,-2.375972226E-1,7.067910213E0
5.604816333E0,-4.060615282E0,-1.541722780E0,7.859058956E0
5.614788333E0,-4.734500454E0,-2.351993818E0,8.256541566E0
5.624759333E0,-5.375860489E0,-2.756265777E0,8.051836393E0
5.634731333E0,-5.460337552E0,-2.811289830E0,7.348807529E0
5.644702333E0,-4.933123938E0,-2.592386156E0,6.448827485E0
5.654674333E0,-3.984984471E0,-2.174096375E0,5.335463246E0
5.664645333E0,-3.014869414E0,-1.513015436E0,3.949273771E0
5.674616333E0,-2.323745335E0,-6.438709755E-1,2.627450446E0
5.684588333E0,-1.787946692E0,4.192876084E-1,1.491359834E0
5.694559333E0,-1.354685407E0,1.040507348E0,5.593428952E-1
5.704531333E0,-8.618152678E-1,1.100275247E0,3.024068838E-1
5.714502333E0,-5.130797249E-1,7.837349121E-1,4.805586809E-1
5.724474333E0,-4.394581635E-1,2.448148794E-1,1.011610993E0
5.734445333E0,-4.295104417E-1,-2.913084300E-1,1.715397656E0
5.744417333E0,-4.403063022E-1,-7.465404810E-1,2.291467681E0
5.754388333E0,-5.120155317E-1,-1.200644312E0,2.680185315E0
5.764359333E0,-5.976893739E-1,-1.580853516E0,2.715359825E0
5.774331333E0,-6.063429607E-1,-2.088386865E0,2.104066173E0
5.784302333E0,-5.371378013E-1,-2.474046990E0,1.096958122E0
5.794274333E0,-4.985840388E-1,-2.531561665E0,2.336488903E-2
5.804245333E0,-3.445202851E-1,-2.509427907E0,-1.127090578E0
5.814217333E0,-5.101549476E-3,-2.514280804E0,-2.132583629E0
5.824188333E0,-3.082359731E-2,-2.020204822E0,-3.144251924E0
5.834160333E0,2.170908912E-1,-1.374029897E0,-4.276030800E0
5.844131333E0,3.504052153E-1,-6.903880611E-1,-4.928313434E0
5.854102333E0,4.333786672E-1,-1.154728612E-1,-5.186195524E0
5.864074333E0,6.060007524E-1,6.485526949E-2,-5.129029051E0
5.874045333E0,7.304900202E-1,1.990801513E-2,-4.696283637E0
5.884017333E0,7.312840721E-1,-2.024250510E-1,-4.202941189E0
5.893988333E0,5.680995391E-1,-4.433662963E-1,-3.565187132E0
5.903960333E0,4.399050370E-1,-6.860915270E-1,-3.155904840E0
5.913931333E0,4.446592619E-1,-8.660027513E-1,-2.920329292E0
5.923903333E0,4.713927318E-1,-9.385093948E-1,-2.811289245E0
5.933874333E0,5.656384461E-1,-8.699557614E-1,-2.780564466E0
5.943845333E0,8.061550373E-1,-7.140458956E-1,-2.770103797E0
5.953817333E0,9.754458176E-1,-5.010517099E-1,-2.773515648E0
5.963788333E0,1.161201261E0,-2.496430716E-1,-2.786029859E0
5.973760333E0,1.128282972E0,-2.747665107E-2,-2.580732363E0
5.983731333E0,8.550942589E-1,2.724191460E-1,-1.838418396E0
5.993703333E0,6.801810153E-1,3.664528987E-1,-8.712994516E-1
6.003674333E0,6.403660083E-1,1.172588933E-1,2.078802109E-2
6.013646333E0,5.979049535E-1,-3.037964746E-1,1.186557346E0
6.023617333E0,6.130111986E-1,-6.083589345E-1,2.371841168E0
6.033588333E0,4.549319427E-1,-5.992358163E-1,3.025062865E0
6.043560333E0,5.340603021E-1,-7.007838258E-1,3.400419027E0
6.053531333E0,9.642448913E-1,-9.227929562E-1,3.321874548E0
6.063503333E0,1.128722390E0,-8.967164209E-1,2.942483808E0
6.073474333E0,8.328619024E-1,-5.415036249E-1,2.864325246E0
6.083446333E0,2.744236081E-1,1.327496293E-1,2.622422426E0
6.093417333E0,7.380770383E-2,5.976962444E-1,2.100674788E0
6.103389333E0,6.922871271E-2,8.006490067E-1,1.956173133E0
6.113360333E0,-7.925586529E-2,8.401671213E-1,2.241614320E0
6.123331333E0,-2.121682117E-1,6.086355078E-1,2.636258692E0
6.133303333E0,-2.218600081E-1,2.716230476E-1,2.983684459E0
6.143274333E0,-1.929109734E-1,5.813418746E-2,3.213009333E0
6.153246333E0,-7.860960178E-2,-1.717382786E-1,3.507040665E0
6.163217333E0,4.119410936E-2,-5.180229610E-1,3.750620466E0
6.173189333E0,1.127482415E-1,-8.084956777E-1,3.955931411E0
6.183160208E0,2.543390070E-1,-1.020375969E0,4.100720165E0
6.193132208E0,4.689953734E-1,-1.203580930E0,3.817039574E0
6.203103208E0,6.390642719E-1,-1.189830910E0,3.005883998E0
6.213074208E0,6.898602037E-1,-9.438736305E-1,1.770711147E0
6.223046208E0,6.484486876E-1,-5.659607738E-1,6.056294543E-1
6.233017208E0,8.305870432E-1,-1.477860367E-1,-1.841995722E-1
6.242989208E0,1.209480186E0,3.035769117E-1,-6.044471473E-1
6.252960208E0,1.630775728E0,7.797563204E-1,-6.313121796E-1
6.262932208E0,2.013736047E0,1.020128924E0,-3.230785453E-1
6.272903208E0,2.274568643E0,9.083269447E-1,-1.528117186E-1
6.282874208E0,2.293847352E0,6.486784101E-1,-2.466659617E-1
6.292846208E0,2.066159259E0,4.032301310E-1,-7.773949224E-1
6.302817208E0,1.731821461E0,2.261343411E-1,-1.602887871E0
6.312789208E0,1.411167610E0,4.095945328E-2,-2.398129665E0
6.322760208E0,1.058988057E0,-2.007290661E-1,-3.257630605E0
6.332732208E0,6.769333255E-1,-3.184703547E-1,-4.109603840E0
6.342703208E0,2.997873312E-1,-2.690128505E-1,-4.869314443E0
6.352675208E0,-2.494835157E-2,-1.761459097E-1,-5.423838648E0
6.362646208E0,-3.909569350E-1,-2.080842787E-1,-5.507863137E0
6.372617208E0,-7.582012177E-1,-2.433348030E-1,-5.332118053E0
6.382589208E0,-9.308805326E-1,-2.199666980E-1,-5.218091501E0
6.392560208E0,-9.225378715E-1,-1.471966374E-1,-5.062739167E0
6.402532208E0,-7.910100178E-1,-1.710073766E-1,-4.592057018E0
6.412503208E0,-5.999548776E-1,-2.526690057E-1,-3.998945868E0
6.422475208E0,-5.252009299E-1,-3.026922280E-1,-3.547930244E0
6.432446208E0,-5.103620853E-1,-2.527374181E-1,-3.288865846E0
6.442418208E0,-5.251858367E-1,-1.509333006E-1,-3.185011695E0
6.452389208E0,-5.341175683E-1,1.698996216E-2,-3.272405350E0
6.462360208E0,-5.387419119E-1,2.584214965E-1,-3.625412284E0
6.472332208E0,-5.144245114E-1,2.766984308E-1,-3.630016966E0
6.482303208E0,-6.639734106E-1,6.005017385E-1,-3.969188803E0
6.492275208E0,-1.044091398E0,8.477243552E-1,-4.153254474E0
6.502246208E0,-1.621172407E0,1.088228229E0,-4.166213073E0
6.512218208E0,-2.134858781E0,1.253565268E0,-3.774730291E0
6.522189208E0,-2.340289300E0,1.139480536E0,-3.019108645E0
6.532160208E0,-2.275469699E0,9.038900775E-1,-2.165208169E0
6.542132208E0,-2.185447136E0,9.509964162E-1,-1.243754809E0
6.552103208E0,-2.251977341E0,1.088703900E0,-3.083920938E-1
6.562075208E0,-2.197577770E0,1.086131710E0,4.755207199E-1
6.572046208E0,-2.096209562E0,1.012679279E0,9.369671917E-1
6.582018208E0,-2.084765976E0,1.010454121E0,1.186881282E0
6.591989208E0,-2.273178175E0,1.149346250E0,1.180014896E0
6.601961208E0,-2.796791659E0,1.340340579E0,1.414551979E0
6.611932208E0,-3.090691429E0,1.214065572E0,2.071369128E0
6.621903208E0,-3.093424417E0,9.573771903E-1,2.804457943E0
6.631875208E0,-3.116868244E0,1.070197462E0,3.624112448E0
6.641846208E0,-3.256051857E0,1.232071488E0,4.661703789E0
6.651818208E0,-3.351262946E0,9.618070409E-1,6.104353977E0
6.661789208E0,-3.257069565E0,1.199220076E-1,7.833172747E0
6.671761208E0,-2.979183272E0,-9.657933801E-1,9.404865723E0
6.681732208E0,-2.728081905E0,-1.842996912E0,1.050685947E1
6.691704208E0,-2.371816756E0,-2.391406244E0,1.069684720E1
6.701675208E0,-2.025878814E0,-2.233619422E0,9.558341101E0
6.711646208E0,-1.668056844E0,-1.861995246E0,7.856615989E0
6.721618208E0,-1.302971317E0,-1.524215046E0,5.960268059E0
6.731589208E0,-8.928757504E-1,-1.075236885E0,4.079953194E0
6.741561208E0,-5.645547377E-1,-4.700491878E-1,2.711098959E0
6.751532208E0,-2.510993207E-1,2.296026170E-2,1.724830384E0
6.761504208E0,-1.464954101E-2,1.542445788E-1,1.150645502E0
6.771475208E0,1.639862593E-1,-8.123770595E-2,9.363415396E-1
6.781446208E0,1.637867962E-1,-5.298626956E-1,7.916592050E-1
6.791418208E0,-4.113845117E-2,-9.970353457E-1,5.625150096E-1
6.801389208E0,-3.186511067E-1,-1.376788613E0,1.889825946E-1
6.811361208E0,-5.149719570E-1,-1.616533226E0,-3.264108735E-1
6.821332208E0,-6.239764821E-1,-1.700127360E0,-1.043837922E0
6.831304208E0,-6.639655168E-1,-1.639111957E0,-1.873529171E0
6.841275208E0,-6.847547805E-1,-1.504028412E0,-2.653933071E0
6.851247208E0,-7.170996040E-1,-1.327447177E0,-3.326568693E0
6.861218208E0,-7.757834297E-1,-1.201373021E0,-3.861433389E0
6.871189208E0,-7.789893119E-1,-1.129982903E0,-4.222248110E0
6.881161208E0,-7.048771691E-1,-1.153876381E0,-4.385290117E0
6.891132208E0,-5.596318207E-1,-1.180394673E0,-4.280192263E0
6.901104208E0,-3.291720019E-1,-1.238301989E0,-4.160191026E0
6.911075208E0,-8.135786623E-2,-1.205340357E0,-4.116329307E0
6.921047208E0,1.017059574E-1,-1.019818144E0,-4.008252296E0
6.931018208E0,1.159516020E-1,-8.343757465E-1,-3.837090846E0
6.940989208E0,1.433710235E-1,-8.077171209E-1,-3.760184757E0
6.950961208E0,2.133378558E-1,-8.601201600E-1,-3.798914959E0
6.960932208E0,2.252435908E-1,-8.736377531E-1,-3.791374390E0
6.970904208E0,2.500200708E-1,-8.618383643E-1,-3.539162929E0
6.980875208E0,3.845426490E-1,-8.809283540E-1,-3.153796334E0
6.990847208E0,6.130197501E-1,-8.526678836E-1,-2.779856953E0
7.000818208E0,7.046454001E-1,-6.728125003E-1,-2.368785998E0
7.010790208E0,6.306888664E-1,-4.533357990E-1,-2.001463326E0
7.020761208E0,5.968023513E-1,-2.781722215E-1,-1.663186698E0
7.030732208E0,5.904596938E-1,-1.682591853E-1,-1.089180155E0
7.040704208E0,5.096850508E-1,-2.662889251E-1,-3.800772035E-1
7.050675208E0,4.664983200E-1,-5.826104280E-1,3.092697608E-1
7.060647208E0,4.555651230E-1,-8.975476027E-1,8.993871367E-1
7.070618208E0,4.985159187E-1,-1.066952257E0,1.408569108E0
7.080590208E0,5.624821556E-1,-1.134362468E0,1.749681635E0
7.090561208E0,6.540196223E-1,-1.041604285E0,1.772885141E0
7.100532208E0,6.384199087E-1,-7.210534912E-1,1.666904942E0
7.110504208E0,6.105307366E-1,-2.896546912E-1,1.789891768E0
7.120475208E0,7.471561197E-1,-6.623608947E-2,2.139685657E0
7.130447208E0,9.997483076E-1,-1.075788277E-1,2.350297687E0
7.140418208E0,1.127389078E0,-1.768686256E-1,2.645593772E0
7.150390208E0,9.539399777E-1,-1.016474122E-1,3.145507906E0
7.160361208E0,7.010856883E-1,-6.521253437E-2,3.400183384E0
7.170332208E0,4.547007584E-1,-1.195404768E-1,3.445353709E0
7.180304208E0,1.777860537E-1,-2.648926100E-1,3.622707946E0
7.190275792E0,-8.686921416E-2,-5.632918122E-1,3.979988610E0
7.200247792E0,-3.208929292E-1,-9.192030582E-1,4.361372666E0
7.210218792E0,-4.669492865E-1,-1.148539335E0,4.609419740E0
7.220190792E0,-4.325088208E-1,-1.209922820E0,4.606558113E0
7.230161792E0,-7.490326191E-2,-1.028388847E0,4.138626494E0
7.240132792E0,4.011103326E-1,-6.561369722E-1,3.240124041E0
7.250104792E0,7.601248055E-1,-3.385394606E-1,2.104382508E0
7.260075792E0,9.013178873E-1,-6.212374270E-2,1.001940283E0
7.270047792E0,9.265643372E-1,2.224207744E-1,3.332620561E-1
7.280018792E0,9.277727374E-1,2.997157028E-1,1.552926922E-1
7.289990792E0,8.819350983E-1,1.229204598E-1,5.012537313E-1
7.299961792E0,7.924941143E-1,-1.656367090E-1,9.944581854E-1
7.309933792E0,6.148851581E-1,-3.369254829E-1,1.232046345E0
7.319904792E0,3.530743231E-1,-2.889574108E-1,1.105110310E0
7.329875792E0,1.674381631E-1,-1.833906099E-1,6.478153610E-1
7.339847792E0,1.667682549E-1,-1.440650149E-1,-6.345866203E-2
7.349818792E0,2.029473901E-1,-3.478523210E-2,-9.456403667E-1
7.359790792E0,2.618375312E-1,1.675073795E-1,-1.897213903E0
7.369761792E0,3.360058621E-1,4.157463884E-1,-2.854642841E0
7.379733792E0,3.780607181E-1,6.773294744E-1,-3.757720156E0
7.389704792E0,3.505163124E-1,7.656925973E-1,-4.433471174E0
7.399675792E0,2.079862282E-1,7.929990944E-1,-4.837759944E0
7.409647792E0,-5.217713552E-2,7.804229030E-1,-4.968600749E0
7.419618792E0,-2.519804778E-1,6.549021864E-1,-4.917275060E0
7.429590792E0,-3.343753294E-1,4.859960067E-1,-4.782389735E0
7.439561792E0,-3.762900350E-1,3.587573782E-1,-4.528464455E0
7.449533792E0,-3.279627977E-1,3.124544469E-1,-4.355056504E0
7.459504792E0,-2.123721150E-1,3.488176963E-1,-4.301612953E0
7.469475792E0,-7.574453920E-2,4.486723521E-1,-4.262375797E0
7.479447792E0,8.545603350E-2,5.821101987E-1,-4.198520109E0
7.489418792E0,2.159338003E-1,7.685246962E-1,-4.011021538E0
7.499390792E0,3.357629102E-1,8.989433330E-1,-3.747108629E0
7.509361792E0,3.221305289E-1,9.047788543E-1,-3.494969673E0
7.519333792E0,2.360204844E-1,8.415806857E-1,-3.233955229E0
7.529304792E0,1.299285305E-1,9.073413965E-1,-2.935574738E0
7.539275792E0,2.823799510E-2,1.099014880E0,-2.568471921E0
7.549247792E0,-9.479663160E-2,1.127311018E0,-2.145995972E0
7.559218792E0,-3.117588109E-1,1.007764402E0,-1.928335124E0
